"Sample ID","Bioproject ID","Biosample ID","Species","Biotic Relationship","Extreme Environment","Cell Arrangement","Cell Shape","Colony Color","Energy Source","Habitat","Oxygen","Latitude","Longitude","Elevation","Collection Method","Collection Date","Storage Method","Originating Lab","Sample Provider","GEO Location","Contact Email","Description"
"P10K-NCBI-001676","PRJDB5042","SAMD00056694","Yamagishiella unicocca 2012-1026-YU-F2-1","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-04-06","NA","NA","Laboratory of Origin of Eukaryote Biodoversity, Department of Biological Sciences, Graduate School of Science, University of Tokyo","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001677","PRJDB3310","SAMD00022974","Eudorina sp. 2006-703-Eu-15","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-04-06","NA","NA","Graduate School of Science, University of Tokyo","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001678","PRJDB3310","SAMD00022973","Eudorina sp. 2006-703-Eu-15","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-04-06","NA","NA","Graduate School of Science, University of Tokyo","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001679","PRJNA380033","SAMN06627059","Plasmopara viticola PvitFEM01","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-05-14","NA","NA","Fondazione Edmund Mach","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001680","PRJNA422912","SAMN08200531","Chlorella sorokiniana 1230","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-05-17","NA","NA","Los Alamos National Lab","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001681","PRJNA437480","SAMN08663225","Cryptosporidium parvum","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-05-22","NA","NA","University of Maryland, Baltimore","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001682","PRJNA432753","SAMN08458079","Trypanosoma cruzi TCC","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-05-30","NA","NA","Institut Pasteur de Montevideo","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001683","PRJNA433042","SAMN08469708","Trypanosoma cruzi Dm28c","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-05-30","NA","NA","Institut Pasteur de Montevideo","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001684","PRJNA361418","SAMN06233403","Gracilariopsis chorda","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-06-06","NA","NA","Sungkyunkwan University","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001685","PRJDB5653","SAMD00078043","Raphidocelis subcapitata NIES-35","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-05-30","NA","NA","National Institute of Environmental Studies","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001686","PRJNA338014","SAMN08930906","Prototheca wickerhamii HMC1","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-05-11","NA","NA","UW","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001687","PRJNA343457","SAMN05788413","Phytophthora cactorum 10300","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-03","NA","NA","NIAB-East Malling Research","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001688","PRJDB3242","SAMD00020952","Symbiodinium sp. clade A","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-06-22","NA","NA","Okinawa Institute of Science and Technology","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001689","PRJNA454506","SAMN09009547","Leishmania braziliensis IOC-L 3564","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-07-09","NA","NA","FUND. UNIVERSIDADE FEDERAL DE RONDONIA","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001690","PRJNA445795","SAMN08798945","Naegleria lovaniensis ATCC 30569","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-16","NA","NA","University of Bern","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001691","PRJNA389504","SAMN07200924","Phytophthora nicotianae JM01","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-19","NA","NA","Tobacco research institute of Chinese Academy of Agricultural Sciences","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001692","PRJNA383985","SAMN06820827","Gracilariopsis lemaneiformis","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-31","NA","NA","Shanghai Jiao Tong university","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001693","PRJNA357479","SAMN04934518","Cyclospora cayetanensis C10","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-31","NA","NA","CFSAN","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001694","PRJNA357479","SAMN03145675","Cyclospora cayetanensis NF1","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-31","NA","NA","CFSAN","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001695","PRJNA357479","SAMN04870149","Cyclospora cayetanensis C8","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-31","NA","NA","CFSAN","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001696","PRJNA357479","SAMN04870148","Cyclospora cayetanensis C5","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-07-31","NA","NA","CFSAN","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001697","PRJNA453461","SAMN08978937","Leishmania tropica","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-08-01","NA","NA","Lebanese American University","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001698","PRJNA415343","SAMN07821824","Globobulimina sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-08-02","NA","NA","Kiel University","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001699","PRJNA474492","SAMN09324541","Plasmodium vivax PvSY43","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-08-17","NA","NA","University of Pennsylvania","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001700","PRJNA474492","SAMN09324542","Plasmodium vivax PvSY56","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-08-17","NA","NA","University of Pennsylvania","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001701","PRJNA454536","SAMN09010073","Phytopythium vexans HF1","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-08-22","NA","NA","Chinese Academy of Agriculatural Sciences (IBFC, CAAS)","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001702","PRJNA477427","SAMN09469700","Trypanosoma brucei IVM-t1","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-10","NA","NA","Obihiro University of Agriculture and Veterinary Medicine","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001703","PRJNA484796","SAMN09769773","Aphanomyces invadans NJM0002","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001704","PRJNA484796","SAMN09769272","Aphanomyces astaci Si","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001705","PRJNA484796","SAMN09769276","Aphanomyces astaci Kv","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001706","PRJNA484796","SAMN09769426","Aphanomyces astaci D2","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001707","PRJNA484796","SAMN09769275","Aphanomyces astaci Yx","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001708","PRJNA484796","SAMN09768943","Aphanomyces astaci SA","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001709","PRJNA484796","SAMN09768942","Aphanomyces astaci Sv","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001710","PRJNA484796","SAMN09769394","Aphanomyces astaci FDL457","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001711","PRJNA484796","SAMN09769445","Aphanomyces astaci 197901","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001712","PRJNA484796","SAMN09768903","Aphanomyces astaci Da","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-11","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001713","PRJDB7314","SAMD00134990","Trebouxiophyceae sp. KSI-1","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-08-29","NA","NA","Faculty of Biotechnology and Life Science, Department of Applied Life Science, Sojo University","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001714","PRJDB5223","SAMD00065481","Kipferlia bialata","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-04","NA","NA","University of Tsukuba","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001715","PRJNA482116","SAMN09697111","Goniomonas avonlea CCMP3327","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-18","NA","NA","Dalhousie University","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001716","PRJNA421475","SAMN08144109","Trypanosoma cruzi S11","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001717","PRJNA421475","SAMN08144117","Trypanosoma cruzi Ycl4","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001718","PRJNA421475","SAMN08144113","Trypanosoma cruzi S23b","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001719","PRJNA421475","SAMN08144115","Trypanosoma cruzi S92a","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001720","PRJNA421475","SAMN08144118","Trypanosoma cruzi Ycl6","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001721","PRJNA421475","SAMN08144116","Trypanosoma cruzi Ycl2","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001722","PRJNA421475","SAMN08144110","Trypanosoma cruzi S15","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001723","PRJNA421475","SAMN08144112","Trypanosoma cruzi S162a","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","Univeridade Federal de Minas Gerais","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001724","PRJNA274443","SAMN03339015","Trypanosoma cruzi Colombiana","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","LNCC","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001725","PRJNA274444","SAMN03339639","Trypanosoma cruzi Y","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-09-24","NA","NA","LNCC","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001726","PRJNA477760","SAMN09479034","Metchnikovella incurvata","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-09-26","NA","NA","SINGEK","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001727","PRJNA388740","SAMN07183812","Prototheca bovis SAG 2021","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-04","NA","NA","National Research Council (CNR)","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001728","PRJNA388740","SAMN07183811","Prototheca ciferrii SAG 2063","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-04","NA","NA","National Research Council (CNR)","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001729","PRJNA332782","SAMN05443170","Blyttiomyces helicus","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-04","NA","NA","DOE Joint Genome Institute","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001730","PRJNA421608","SAMN08148457","Caulochytrium protostelioides ATCC 52028","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-05","NA","NA","DOE Joint Genome Institute","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001731","PRJNA493904","SAMN10145290","Dictyostelium purpureum P1Ba","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-12","NA","NA","Kyoto University","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001732","PRJNA287881","SAMN03788140","Plasmopara halstedii","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-12","NA","NA","USDA-ARS","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001733","PRJNA287838","SAMN03787542","Plasmopara obducens H12-14-11","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-12","NA","NA","USDA-ARS","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001734","PRJNA287843","SAMN03787759","Plasmopara obducens PA1-1","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-12","NA","NA","USDA-ARS","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001735","PRJNA484340","SAMN10094664","Leishmania lainsoni 216-34","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-10-16","NA","NA","CDC","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001736","PRJNA484340","SAMN09763187","Leishmania guyanensis 204-365","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-10-16","NA","NA","CDC","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001737","PRJNA490491","SAMN10038529","Picocystis sp. ML","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-16","NA","NA","University of Oklahoma","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001738","PRJNA484796","SAMN09769691","Aphanomyces astaci KB13","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-17","NA","NA","University of Exeter","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001739","PRJNA495730","SAMN10230471","Heterostelium multicystogenum AS2","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-19","NA","NA","University of Dundee","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001740","PRJNA495862","SAMN10233424","Speleostelium caveatum","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-19","NA","NA","Kyoto University","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001741","PRJNA398352","SAMN07508840","Leishmania infantum HUUFS14","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-10-22","NA","NA","National Institute of Allergy and Infectious Diseases","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001742","PRJNA398352","SAMN07508845","Trypanosomatidae sp. JR-2017a","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-10-22","NA","NA","National Institute of Allergy and Infectious Diseases","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001743","PRJNA398352","SAMN07508846","Trypanosomatidae sp. JR-2017a","Parasitic","Undefined","Singles","Undefined","Undefined","Heterotroph","NA","Undefined","NA","NA","NA","NA","2018-10-22","NA","NA","National Institute of Allergy and Infectious Diseases","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001744","PRJNA448661","SAMN08862468","Plasmopara muralis","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-23","NA","NA","INRA","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001745","PRJNA494670","SAMN10171518","Polymyxa betae","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-29","NA","NA","Universite catholique de Louvain","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001746","PRJNA453556","SAMN08996248","Peronospora effusa R14","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-10-31","NA","NA","UC Davis Genome Center","NA","p10k@ihb.ac.cn","From NCBI"
"P10K-NCBI-001747","PRJNA476562","SAMN09439844","Auxenochlorella protothecoides UTEX 25","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","NA","2018-11-01","NA","NA","Los Alamos National Lab","NA","p10k@ihb.ac.cn","From NCBI"
