Species,SampleID,AssemblyID,TotalSize,ScaffoldCount,N50,Completeness,GeneCount,CDSCompleteness,AnnotLevel,SomeNumber
Amoebophrya sp. AT5.2,P10K-NCBI-001839,GCA_005223375.1,85.5576,13796,12329,42.4,-1,-1.0,NA,0
Leishmania amazonensis UA301,P10K-NCBI-001840,GCA_005317125.1,32.1565,34,1135553,53.8,-1,-1.0,NA,0
Pythium oligandrum ATCC 38472_TT,P10K-NCBI-001841,GCA_005966545.1,41.9689,179,1292773,95.3,14954,-1.0,NA,0
Cyanidioschyzon merolae Soos_CM,P10K-NCBI-001842,GCA_006232315.1,12.3368,34,567466,65.8,-1,-1.0,NA,0
Galdieria sulphuraria YNP5578.1,P10K-NCBI-001843,GCA_006232335.1,14.4396,115,170797,74.9,-1,-1.0,NA,0
Galdieria phlegrea Soos_GS,P10K-NCBI-001844,GCA_006232345.1,14.8712,108,201071,76.5,-1,-1.0,NA,0
Galdieria sulphuraria SAG21,P10K-NCBI-001845,GCA_006232365.1,14.3176,135,158217,58.1,-1,-1.0,NA,0
Galdieria sulphuraria Az2,P10K-NCBI-001846,GCA_006232395.1,14.0558,127,162248,62.8,-1,-1.0,NA,0
Galdieria sulphuraria MtSh,P10K-NCBI-001847,GCA_006232405.1,14.9986,101,186619,68.3,-1,-1.0,NA,0
Galdieria sulphuraria 5572,P10K-NCBI-001848,GCA_006232475.1,14.2889,108,194602,73.3,-1,-1.0,NA,0
Galdieria sulphuraria 2,P10K-NCBI-001849,GCA_006232505.1,14.1064,107,189293,68.2,-1,-1.0,NA,0
Galdieria sulphuraria MS1,P10K-NCBI-001850,GCA_006232515.1,14.9067,129,172087,67.0,-1,-1.0,NA,0
Galdieria sulphuraria RT22,P10K-NCBI-001851,GCA_006232545.1,15.6266,118,172878,75.3,-1,-1.0,NA,0
Giardia muris Roberts-Thomson,P10K-NCBI-001852,GCA_006247105.1,9.77792,59,2398647,22.0,5237,5.36480686695279,Medium,0
Halteria grandinella QDHG01,P10K-NCBI-001853,GCA_006369765.1,64.0495,40422,2066,56.4,17815,9.77827673309009,Medium,0
Tetraselmis striata LANL1001,P10K-NCBI-001854,GCA_006384855.1,227.954,3613,126807,72.6,-1,-1.0,NA,0
Globisporangium splendens rgcb-1,P10K-NCBI-001855,GCA_006386115.1,53.361,198,429825,88.6,17350,-1.0,NA,0
Stentor roeselii QDSR01,P10K-NCBI-001856,GCA_006503475.1,45.543,794,140522,75.3,-1,-1.0,NA,0
Diophrys appendiculata QDDA01,P10K-NCBI-001857,GCA_006510565.1,67.2682,45710,1892,26.3,-1,-1.0,NA,0
Pseudokeronopsis carnea QDPC01,P10K-NCBI-001858,GCA_006510595.1,76.7708,37909,2808,84.8,12734,100.0,High,0
Chytriomyces confervae CBS 675.73,P10K-NCBI-001859,GCA_006535975.1,35.9734,2034,44341,87.9,10712,-1.0,NA,0
Synchytrium microbalum JEL517,P10K-NCBI-001860,GCA_006535985.1,26.2442,169,518601,88.2,6304,8.50253807106599,High,0
Powellomyces hirtus CBS 809.83,P10K-NCBI-001861,GCA_006536005.1,26.2387,482,157542,93.7,6536,-1.0,NA,0
Chlorella sorokiniana,P10K-NCBI-001862,GCA_006782965.1,58.6868,1242,7790473,79.2,-1,-1.0,NA,0
Chlorella sp. Dachan,P10K-NCBI-001863,GCA_006782975.1,60.3668,2277,2575675,78.4,-1,-1.0,NA,0
Chlorella sorokiniana,P10K-NCBI-001864,GCA_006782985.1,53.9711,920,4138376,80.0,-1,-1.0,NA,0
Cryptosporidium tyzzeri,P10K-NCBI-001865,GCA_007210665.1,9.01571,11,1108290,50.2,4023,15.5566725307866,Medium,0
Desmodesmus armatus,P10K-NCBI-001866,GCA_007449985.2,116.304,905,341806,69.8,-1,-1.0,NA,0
Antonospora locustae CLX,P10K-NCBI-001867,GCA_007674295.1,3.17138,18,183675,29.0,-1,-1.0,NA,0
Chloropicon primus CCMP1205,P10K-NCBI-001868,GCA_007859695.1,17.4007,20,1089399,87.8,8693,3.26426669753444,High,0
Poteriospumella lacustris JCB07,P10K-NCBI-001869,GCA_008000325.1,49.4298,10458,29656,69.4,-1,-1.0,NA,0
Poteriospumella lacustris JBM10,P10K-NCBI-001870,GCA_008000375.1,54.713,9399,52525,71.4,-1,-1.0,NA,0
Poteriospumella lacustris JBNZ41,P10K-NCBI-001871,GCA_008000405.1,52.7879,13826,24662,71.4,-1,-1.0,NA,0
Messastrum gracile,P10K-NCBI-001872,GCA_008037345.1,60.6629,32473,2922,42.7,-1,-1.0,NA,0
Phytophthora palmivora,P10K-NCBI-001873,GCA_008079305.1,165.565,2322,126888,94.5,-1,-1.0,NA,0
Phytophthora kernoviae P19827,P10K-NCBI-001874,GCA_008080845.1,41.9175,544,183627,78.1,-1,-1.0,NA,0
Chlorella vulgaris,P10K-NCBI-001875,GCA_008119945.1,48.8739,2397,56390,73.7,-1,-1.0,NA,0
Pythium brassicum P1,P10K-NCBI-001876,GCA_008271595.1,50.0694,4434,30302,90.6,13219,-1.0,NA,0
Trichomonas gallinae,P10K-NCBI-001877,GCA_008369845.1,54.794,11703,20741,48.2,-1,-1.0,NA,0
Naegleria fowleri ATCC 30894,P10K-NCBI-001878,GCA_008403515.1,29.5499,83,717491,82.4,13788,10.9162075964048,High,0
Phytophthora melonis CPHST BL 23,P10K-NCBI-001879,GCA_008553785.1,112.01,2091,107148,84.7,-1,-1.0,NA,0
Streblomastix strix,P10K-NCBI-001880,GCA_008636045.1,152.152,50889,5186,7.1,56706,-1.0,NA,0
Porphyridium purpureum,P10K-NCBI-001881,GCA_008690995.1,22.1923,52,1853716,72.2,9898,4.88987674277632,High,0
Neoporphyra haitanensis,P10K-NCBI-001882,GCA_008729055.1,53.2546,194,5758810,52.6,-1,-1.0,NA,0
Saccharina japonica,P10K-NCBI-001883,GCA_008828725.1,535.383,4598,342726,60.8,-1,-1.0,NA,0
Nannochloropsis oceanica KB1,P10K-NCBI-001884,GCA_009014695.1,27.0475,32,1038807,53.3,-1,-1.0,NA,0
Nannochloropsis oceanica BR2,P10K-NCBI-001885,GCA_009014725.1,27.7067,32,1078593,56.1,-1,-1.0,NA,0
Giardia intestinalis,P10K-NCBI-001886,GCA_009192805.1,10.2006,509,53532,23.9,-1,-1.0,NA,0
Giardia intestinalis,P10K-NCBI-001887,GCA_009192825.1,10.2644,480,58260,23.9,-1,-1.0,NA,0
Mychonastes homosphaera,P10K-NCBI-001888,GCA_009193075.1,24.2042,30,2001712,74.5,-1,-1.0,NA,0
Picochlorum sp. BH-2019,P10K-NCBI-001889,GCA_009650465.1,14.3914,29,1122049,73.3,-1,-1.0,NA,0
Chlorella vulgaris NJ-7,P10K-NCBI-001890,GCA_009720205.1,39.0804,753,937767,82.0,-1,-1.0,NA,0
Chlorella vulgaris UTEX259,P10K-NCBI-001891,GCA_009720215.1,39.1348,780,497853,81.2,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-42,P10K-NCBI-001892,GCA_009726225.1,24.0535,165,472988,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-40,P10K-NCBI-001893,GCA_009726235.1,24.0522,165,472977,83.1,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-43,P10K-NCBI-001894,GCA_009726245.1,24.0492,165,472932,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-41,P10K-NCBI-001895,GCA_009726255.1,24.0527,165,472992,83.5,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-39,P10K-NCBI-001896,GCA_009726265.1,24.052,165,473007,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-37,P10K-NCBI-001897,GCA_009726325.1,24.0529,165,472974,83.5,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-38,P10K-NCBI-001898,GCA_009726335.1,24.0531,165,472979,83.5,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-36,P10K-NCBI-001899,GCA_009726345.1,24.0514,165,472982,83.1,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-35,P10K-NCBI-001900,GCA_009726355.1,24.0522,165,472978,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-34,P10K-NCBI-001901,GCA_009726365.1,24.0526,165,472953,83.5,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-32,P10K-NCBI-001902,GCA_009726425.1,24.049,164,473017,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-31,P10K-NCBI-001903,GCA_009726435.1,24.0462,164,472939,83.5,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-33,P10K-NCBI-001904,GCA_009726445.1,24.0523,165,473005,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-29,P10K-NCBI-001905,GCA_009726455.1,24.0523,165,473013,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-30,P10K-NCBI-001906,GCA_009726465.1,24.0521,165,473000,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-27,P10K-NCBI-001907,GCA_009726525.1,24.0493,164,472970,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-28,P10K-NCBI-001908,GCA_009726535.1,24.0523,165,473003,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-24,P10K-NCBI-001909,GCA_009726545.1,24.0663,165,473146,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-26,P10K-NCBI-001910,GCA_009726555.1,24.049,164,472939,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-25,P10K-NCBI-001911,GCA_009726565.1,24.049,164,472951,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-23,P10K-NCBI-001912,GCA_009726625.1,24.0526,165,472980,84.7,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-22,P10K-NCBI-001913,GCA_009726635.1,24.0525,165,472994,84.7,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-21,P10K-NCBI-001914,GCA_009726645.1,24.0522,165,472998,85.1,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-20,P10K-NCBI-001915,GCA_009726655.1,24.0525,165,472986,84.7,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-19,P10K-NCBI-001916,GCA_009726665.1,24.0524,165,472876,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-18,P10K-NCBI-001917,GCA_009726725.1,24.0531,165,472879,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-16,P10K-NCBI-001918,GCA_009726735.1,24.0524,165,472904,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-17,P10K-NCBI-001919,GCA_009726745.1,24.0534,165,472901,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-15,P10K-NCBI-001920,GCA_009726755.1,24.0439,163,472881,83.5,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-14,P10K-NCBI-001921,GCA_009726765.1,24.053,165,472876,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-11,P10K-NCBI-001922,GCA_009726825.1,24.0501,164,472910,84.7,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-12,P10K-NCBI-001923,GCA_009726835.1,24.0529,165,472883,84.7,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-13,P10K-NCBI-001924,GCA_009726845.1,24.0512,164,472894,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-9,P10K-NCBI-001925,GCA_009726855.1,24.0529,165,472888,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-10,P10K-NCBI-001926,GCA_009726865.1,24.051,164,472908,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-8,P10K-NCBI-001927,GCA_009726925.1,24.0467,163,472866,83.9,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-7,P10K-NCBI-001928,GCA_009726935.1,24.0491,164,472864,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-6,P10K-NCBI-001929,GCA_009726945.1,24.0526,165,472890,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-4,P10K-NCBI-001930,GCA_009726955.1,24.0436,163,472860,83.5,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-5,P10K-NCBI-001931,GCA_009726965.1,24.0528,165,472853,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-3,P10K-NCBI-001932,GCA_009727025.1,24.0508,164,472896,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-2,P10K-NCBI-001933,GCA_009727035.1,24.0494,164,472891,84.3,-1,-1.0,NA,0
Plasmodiophora brassicae P.b-1,P10K-NCBI-001934,GCA_009727045.1,24.0496,164,472880,83.9,-1,-1.0,NA,0
Phytophthora fragariae 45239,P10K-NCBI-001935,GCA_009729435.1,93.716,124,1264025,94.9,-1,-1.0,NA,0
Phytophthora fragariae,P10K-NCBI-001936,GCA_009729455.1,90.9666,180,923458,92.5,41102,-1.0,NA,0
Leishmania tarentolae Parrot Tar II,P10K-NCBI-001937,GCA_009731335.1,35.4165,179,663019,51.0,8703,5.35447546822935,Medium,0
Paulinella micropora MYN1,P10K-NCBI-001938,GCA_009731375.1,967.831,8278,468785,21.2,37982,8.88888888888889,Medium,0
Phytophthora rubi SCRP249,P10K-NCBI-001939,GCA_009732905.1,77.7884,14023,16620,94.5,34138,-1.0,NA,0
Phytophthora fragariae SCRP245,P10K-NCBI-001940,GCA_009732925.1,77.8436,13231,18154,94.9,33223,-1.0,NA,0
Phytophthora rubi SCRP324,P10K-NCBI-001941,GCA_009732945.1,77.9102,13946,16934,94.5,33263,-1.0,NA,0
Phytophthora fragariae 45257,P10K-NCBI-001942,GCA_009732985.1,78.7494,12489,19406,94.5,33797,-1.0,NA,0
Phytophthora fragariae ONT-3,P10K-NCBI-001943,GCA_009733005.1,79.0642,13265,18830,95.3,33415,-1.0,NA,0
Phytophthora fragariae 45235,P10K-NCBI-001944,GCA_009733025.1,78.9925,13531,17887,94.9,33699,-1.0,NA,0
Phytophthora fragariae BC-23,P10K-NCBI-001945,GCA_009733045.1,78.2558,13191,18227,94.9,33143,-1.0,NA,0
Phytophthora fragariae 26238,P10K-NCBI-001946,GCA_009733065.1,78.3711,12212,20226,94.9,33143,-1.0,NA,0
Phytophthora fragariae BC-1,P10K-NCBI-001947,GCA_009733085.1,79.0978,11556,21842,94.9,33691,-1.0,NA,0
Phytophthora fragariae A4,P10K-NCBI-001948,GCA_009733105.1,79.079,13446,18245,94.9,33623,-1.0,NA,0
Phytophthora fragariae 28430,P10K-NCBI-001949,GCA_009733125.1,78.8042,13321,18925,94.5,33580,-1.0,NA,0
Phytophthora rubi SCRP333,P10K-NCBI-001950,GCA_009733145.1,77.817,13679,16946,94.9,35222,-1.0,NA,0
Toxoplasma gondii TR01,P10K-NCBI-001951,GCA_009761385.1,61.5763,445,6153397,47.8,-1,-1.0,NA,0
Plasmodium falciparum,P10K-NCBI-001952,GCA_009761425.1,23.509,23,1631396,51.0,-1,-1.0,NA,0
Plasmodium falciparum,P10K-NCBI-001953,GCA_009761475.1,23.4046,30,1527116,51.4,-1,-1.0,NA,0
Plasmodium falciparum,P10K-NCBI-001954,GCA_009761515.1,23.2819,32,1610926,50.6,-1,-1.0,NA,0
Plasmodium falciparum,P10K-NCBI-001955,GCA_009761555.1,22.8072,22,1455033,51.0,-1,-1.0,NA,0
Cryptosporidium bovis,P10K-NCBI-001956,GCA_009768925.2,9.11117,55,444382,51.0,3723,-1.0,NA,0
Leishmania tarentolae Parrot-TarII,P10K-NCBI-001957,GCA_009770625.1,31.5566,7227,7432,49.8,-1,-1.0,NA,0
Cryptosporidium ryanae,P10K-NCBI-001958,GCA_009792415.2,9.059344,93,274294,50.2,3711,74.1029641606036,Medium,0
Neopyropia yezoensis,P10K-NCBI-001959,GCA_009829735.1,107.59073,28,34332347,55.7,12940,-1.0,Medium,0
Aphanomyces euteiches ATCC 201684,P10K-NCBI-001960,GCA_009835175.1,56.9046,604,275164,93.8,19264,-1.0,NA,0
Aphanomyces stellatus CBS 578.67,P10K-NCBI-001961,GCA_009835185.1,62.1155,7581,34018,90.9,25494,-1.0,NA,0
Aphanomyces astaci E,P10K-NCBI-001962,GCA_009835205.1,45.1701,21425,3673,51.4,16318,-1.0,NA,0
Phytophthora sojae P6497,P10K-NCBI-001963,GCA_009848525.1,85.8787,70,1969518,93.7,-1,-1.0,NA,0
Chlorella sp. CH2018,P10K-NCBI-001964,GCA_009928355.1,56.8318,6768,17989,65.4,-1,-1.0,NA,0
Phytophthora cactorum D-1,P10K-NCBI-001965,GCA_010194725.1,121.526,5449,30670,83.5,24180,-1.0,NA,0
Moneuplotes crassus DP1,P10K-NCBI-001966,GCA_946863485.1,59.699089,30392,2273,90.1,29547,-1.0,High,0
Strombidium stylifer,P10K-NCBI-001967,GCA_010577775.2,70.9627,76791,1869,45.5,-1,-1.0,NA,0
Stichococcus bacillaris,P10K-NCBI-001968,GCA_010646915.1,51.9927,15472,6365,44.7,-1,-1.0,NA,0
Cyanidioschyzon merolae GT,P10K-NCBI-001969,GCA_010725195.1,16.3787,1885,17709,72.9,-1,-1.0,NA,0
Picochlorum sp. 'celeri',P10K-NCBI-001970,GCA_010909725.1,27.4302,30,1163840,87.8,-1,-1.0,NA,0
Cyanidioschyzon merolae 10D-T,P10K-NCBI-001971,GCA_011170005.1,16.4631,1887,18169,72.9,62,8.82352941176471,High,0
Picochlorum costavermella RCC4223,P10K-NCBI-001972,GCA_011316045.1,14.6424,127,691353,85.1,-1,-1.0,NA,0
Leishmania tropica ATCC 50129,P10K-NCBI-001973,GCA_011316065.1,30.8702,1928,32161,51.8,-1,-1.0,NA,0
Phytophthora infestans RC1-10,P10K-NCBI-001974,GCA_011316315.1,203.292,2902,120011,90.2,-1,-1.0,NA,0
Phytophthora betacei P8084,P10K-NCBI-001975,GCA_011320135.1,270.894,802,737974,94.1,-1,-1.0,NA,0
Giardia intestinalis WB,P10K-NCBI-001976,GCA_011634545.1,11.6961,37,616181,23.9,-1,-1.0,NA,0
Giardia intestinalis beaver,P10K-NCBI-001977,GCA_011634555.1,11.4675,8,1964742,23.1,-1,-1.0,NA,0
Giardia intestinalis GS,P10K-NCBI-001978,GCA_011634595.1,13.1642,19,1645020,23.2,-1,-1.0,NA,0
Haematococcus lacustris NIES-144,P10K-NCBI-001979,GCA_011766145.1,171.795,9693,38941,50.6,33508,4.83751193465115,Medium,0
Peronospora destructor,P10K-NCBI-001980,GCA_011800735.1,29.3348,74,727749,93.8,-1,-1.0,NA,0
Phytophthora macrochlamydospora Ex-type BL 71,P10K-NCBI-001981,GCA_011947325.1,69.8526,835,285444,85.5,-1,-1.0,NA,0
Phytophthora constricta Ex-type BL 61,P10K-NCBI-001982,GCA_011947335.1,84.7162,1595,117201,84.4,-1,-1.0,NA,0
Phytophthora quininea Ex-type BL 54,P10K-NCBI-001983,GCA_011947345.1,87.6499,1048,187898,86.2,-1,-1.0,NA,0
Phytophthora boehmeriae SE BL79,P10K-NCBI-001984,GCA_011947355.1,52.0855,414,496135,86.3,-1,-1.0,NA,0
Macrocystis pyrifera,P10K-NCBI-001985,GCA_012273945.1,409.091,246830,2573,14.5,-1,-1.0,NA,0
Phytophthora infestans KR_1_A1,P10K-NCBI-001986,GCA_012295175.1,200.674,1510,291816,95.3,21046,-1.0,NA,0
Ostreococcus mediterraneus,P10K-NCBI-001987,GCA_012295225.1,13.9845,22,800924,83.1,-1,-1.0,NA,0
Phytophthora chlamydospora P17-99,P10K-NCBI-001988,GCA_012295415.1,45.3033,4078,26616,94.5,-1,-1.0,NA,0
Phytophthora pseudosyringae PR13-731,P10K-NCBI-001989,GCA_012295425.1,47.9213,3628,26495,95.3,-1,-1.0,NA,0
Phytophthora gonapodyides P17-128,P10K-NCBI-001990,GCA_012295475.1,61.1324,16450,5459,89.5,-1,-1.0,NA,0
Triparma laevis NIES-2565,P10K-NCBI-001991,GCA_012489335.1,42.57355,902,83218,62.4,13471,-1.0,Medium,0
Phytophthora infestans KR_2_A2,P10K-NCBI-001992,GCA_012552325.1,230.945,3344,154690,94.5,23771,-1.0,NA,0
Phytophthora hibernalis BL41G,P10K-NCBI-001993,GCA_012656075.1,84.5086,404,512694,81.9,-1,-1.0,NA,0
Phytophthora syringae BL57G,P10K-NCBI-001994,GCA_012656105.1,74.9346,589,373732,85.9,-1,-1.0,NA,0
Phytophthora nicotianae BL162,P10K-NCBI-001995,GCA_012658955.1,106.749,3980,44202,86.6,-1,-1.0,NA,0
Undaria pinnatifida,P10K-NCBI-001996,GCA_012845835.1,511.28,114,16510065,75.7,-1,-1.0,NA,0
Plasmodium falciparum,P10K-NCBI-001997,GCA_012898025.1,23.4808,24,1501954,51.4,5685,22.8168469860896,Medium,0
Phytophthora palmivora,P10K-NCBI-001998,GCA_012932265.1,56.3511,14421,6112,88.7,-1,-1.0,NA,0
Toxoplasma gondii RH-88,P10K-NCBI-001999,GCA_013099955.1,67.0557,197,6690982,49.0,8654,4.41317941317941,Medium,0
Perkinsus olseni,P10K-NCBI-002000,GCA_013115115.1,39.9885,3286,46099,48.6,11088,8.15735376565128,Medium,0
Perkinsus olseni,P10K-NCBI-002001,GCA_013115125.1,39.9022,3353,46304,48.2,10024,7.54972404456941,Medium,0
Perkinsus olseni,P10K-NCBI-002002,GCA_013115135.1,63.1003,1358,97262,49.9,17342,8.67063111452139,Medium,0
Perkinsus chesapeaki,P10K-NCBI-002003,GCA_013115145.1,41.6842,3544,45858,51.0,11394,9.94902603313308,Medium,0
Perkinsus olseni,P10K-NCBI-002004,GCA_013115865.1,90.4513,41490,3586,38.8,34156,4.91421496374035,Low,0
Perkinsus olseni,P10K-NCBI-002005,GCA_013115895.1,87.4249,38354,3813,40.4,32487,5.05722239406124,Low,0
Peronospora effusa,P10K-NCBI-002006,GCA_013122855.1,32.1066,6762,33713,89.0,-1,-1.0,NA,0
Cyclotella cryptica CCMP332,P10K-NCBI-002007,GCA_013187285.1,171.139,662,494169,71.8,-1,-1.0,NA,0
Thraustochytrium sp. TN22,P10K-NCBI-002008,GCA_013306675.1,39.2684,2074,119661,84.8,-1,-1.0,NA,0
Trypanosoma cruzi Berenice,P10K-NCBI-002009,GCA_013358655.1,40.8013,923,156193,52.9,14352,6.07695073714491,Medium,0
Nitzschia sp. Nitz4,P10K-NCBI-002010,GCA_013372465.1,27.2294,992,91515,78.0,-1,-1.0,NA,0
Chlorella sp. BAC 9706,P10K-NCBI-002011,GCA_013372505.1,32.9578,201,521038,77.3,-1,-1.0,NA,0
Dictyostelium rosarium M45,P10K-NCBI-002012,GCA_013375675.1,56.7173,49260,5055,89.8,-1,-1.0,NA,0
Dictyostelium brefeldianum TNS-C-115,P10K-NCBI-002013,GCA_013375695.1,37.1262,19448,18782,93.3,-1,-1.0,NA,0
Chlamydomonas reinhardtii CC-1690,P10K-NCBI-002014,GCA_013389655.1,111.112,18,6886220,78.4,-1,-1.0,NA,0
Prasinococcaceae sp. CCMP 1430,P10K-NCBI-002015,GCA_013416795.1,28.5714,1404,305482,82.7,-1,-1.0,NA,0
Pseudokeronopsis flava QDPF01,P10K-NCBI-002016,GCA_013420745.1,52.5195,37545,1666,66.1,9520,100.0,High,0
Chlamydomonas sp. ICE-L,P10K-NCBI-002017,GCA_013435795.1,541.862,946,19230455,74.9,-1,-1.0,NA,0
Cyanidiococcus yangmingshanensis THAL066,P10K-NCBI-002018,GCA_013995675.1,12.0727,20,653084,65.1,5185,5.5694738870688,High,0
Scenedesmus sp. NREL 46B-D3,P10K-NCBI-002019,GCA_014080715.1,151.897,2661,204857,71.7,17867,4.71318542361191,High,0
Hondaea fermentalgiana FCC1311,P10K-NCBI-002020,GCA_014084085.1,38.9434,2232,236568,87.5,-1,-1.0,NA,0
Leishmania tropica CDC216-162,P10K-NCBI-002021,GCA_014139745.1,32.7007,43,1070514,53.8,-1,-1.0,NA,0
Leishmania chagasi MHOM/HD/2017/M32502/Amapala,P10K-NCBI-002022,GCA_014466935.1,31.925,36,1043719,54.5,-1,-1.0,NA,0
Leishmania chagasi MCER/BR/1981/M6445/Salvaterra,P10K-NCBI-002023,GCA_014466975.1,31.9246,36,1043794,54.5,-1,-1.0,NA,0
Schmidingerella arcuata,P10K-NCBI-002024,GCA_014524975.1,48.3081,7023,34192,9.8,-1,-1.0,NA,0
Cryptosporidium felis,P10K-NCBI-002025,GCA_014529505.1,8.55063,133,149020,51.4,3775,11.8675496688742,Medium,0
Tetradesmus obliquus AS-6-11,P10K-NCBI-002026,GCA_014621415.1,172.339,2772,94410,78.0,-1,-1.0,NA,0
Phytophthora quercina,P10K-NCBI-002027,GCA_014706105.1,71.7187,100,2016106,94.9,-1,-1.0,NA,0
Phytophthora castanetorum,P10K-NCBI-002028,GCA_014706115.1,69.7637,92,1966157,94.9,-1,-1.0,NA,0
Phytophthora ohioensis (nom. inval.),P10K-NCBI-002029,GCA_014706125.1,74.0015,183,1560298,94.1,-1,-1.0,NA,0
Phytophthora tubulina,P10K-NCBI-002030,GCA_014706135.1,76.8397,296,762395,94.9,-1,-1.0,NA,0
Phytophthora sp. ST_20190627,P10K-NCBI-002031,GCA_014706145.1,75.826,278,928937,95.3,-1,-1.0,NA,0
Phytophthora versiformis,P10K-NCBI-002032,GCA_014706215.1,116.939,171,2135806,99.6,-1,-1.0,NA,0
Thelohania contejeani,P10K-NCBI-002033,GCA_014805555.1,10.3819,1391,27037,32.5,2865,-1.0,NA,0
Cucumispora dikerogammari Dv6,P10K-NCBI-002034,GCA_014805705.1,32.414,7783,9513,14.5,4599,-1.0,NA,0
Naegleria fowleri Ty,P10K-NCBI-002035,GCA_014843625.1,27.9944,37,756811,84.7,-1,-1.0,NA,0
Plasmodium vivax,P10K-NCBI-002036,GCA_014843675.1,30.0169,650,1525894,49.4,-1,-1.0,NA,0
Plasmodium vivax,P10K-NCBI-002037,GCA_014843685.1,29.8401,552,1633238,49.8,-1,-1.0,NA,0
Plasmodium vivax,P10K-NCBI-002038,GCA_014843935.1,29.4841,532,1615441,49.8,-1,-1.0,NA,0
Plasmodium vivax,P10K-NCBI-002039,GCA_014843945.1,29.8026,552,1619496,49.8,-1,-1.0,NA,0
Theileria parva Muguga_BV115,P10K-NCBI-002040,GCA_014884785.1,8.24932,197,609983,43.5,-1,-1.0,NA,0
Theileria parva Uganda_3645,P10K-NCBI-002041,GCA_014884835.1,8.27838,163,364079,42.4,-1,-1.0,NA,0
Theileria parva Marikebuni_3292,P10K-NCBI-002042,GCA_014884865.1,8.27243,135,320163,42.0,-1,-1.0,NA,0
Toxoplasma gondii ME49xCTG,P10K-NCBI-002043,GCA_014898695.1,64.1276,50,6640858,40.0,-1,-1.0,NA,0
Scenedesmus sp. PABB004,P10K-NCBI-002044,GCA_014905635.1,39.974,80,1281093,66.3,7092,1.36947621064521,High,0
Trypanosoma cruzi Brazil clone A4,P10K-NCBI-002045,GCA_015033625.1,45.5568,402,914771,53.0,18708,6.83138517533422,Medium,0
Trypanosoma cruzi Y clone C6,P10K-NCBI-002046,GCA_015033655.1,47.2181,266,889019,54.1,17651,7.57533482142857,Medium,0
Entamoeba histolytica,P10K-NCBI-002047,GCA_015099795.1,26.879087,39,1281672,48.6,-1,-1.0,NA,0
Mallomonas annulata WA18K-M,P10K-NCBI-002048,GCA_015143345.1,108.46,42926,7396,63.9,-1,-1.0,NA,0
Pedospumella encystans JBM/S11,P10K-NCBI-002049,GCA_015143685.1,61.2031,29064,3884,46.3,-1,-1.0,NA,0
Dinobryon sp. LO226KS,P10K-NCBI-002050,GCA_015143705.1,87.4954,50357,2535,28.6,-1,-1.0,NA,0
Synura sp. LO234KE,P10K-NCBI-002051,GCA_015143735.1,116.233,77333,2025,43.2,-1,-1.0,NA,0
